,MBID,#1 Most Used Key,Rate of 1st,#2 Most Used Key,Rate of 2nd,Total # Duplicates
1845,3f60ae01-43cc-4db9-86ec-97b79f83764f,A#minor,33.3333333333,Emajor,33.33333333333333,3
1846,3ffa5562-21a4-4ea1-9b3d-1b28c895fc4f,Cmajor,50.0,C#major,25.0,4
1847,3f178c54-1cd7-4617-8a62-f9d86f499eaa,Cmajor,50.0,A#minor,25.0,4
1848,3f178c54-1cd7-4617-8a62-f9d86f499eaa,Amajor,66.6666666667,Cmajor,33.33333333333333,3
1849,3ffa5562-21a4-4ea1-9b3d-1b28c895fc4f,Amajor,33.3333333333,Emajor,33.33333333333333,3
1850,3f5647db-6f12-4c36-94ea-2d06f2c7e8f9,Bminor,66.6666666667,A#major,33.33333333333333,3
1851,3f60ae01-43cc-4db9-86ec-97b79f83764f,Gmajor,33.3333333333,A#major,33.33333333333333,3
1852,3f178c54-1cd7-4617-8a62-f9d86f499eaa,C#major,33.3333333333,Amajor,33.33333333333333,3
1853,3f60ae01-43cc-4db9-86ec-97b79f83764f,Amajor,33.3333333333,Emajor,33.33333333333333,3
1854,3f178c54-1cd7-4617-8a62-f9d86f499eaa,Fminor,33.3333333333,C#major,33.33333333333333,3
1855,3f5647db-6f12-4c36-94ea-2d06f2c7e8f9,Amajor,33.3333333333,C#major,33.33333333333333,3
1856,3ffa5562-21a4-4ea1-9b3d-1b28c895fc4f,Gminor,66.6666666667,Cmajor,33.33333333333333,3
1857,3f60ae01-43cc-4db9-86ec-97b79f83764f,Bminor,66.6666666667,Gminor,33.33333333333333,3
1858,3f178c54-1cd7-4617-8a62-f9d86f499eaa,Bminor,50.0,C#major,25.0,4
1859,3f178c54-1cd7-4617-8a62-f9d86f499eaa,Amajor,33.3333333333,Cmajor,33.33333333333333,3
1860,3ffa5562-21a4-4ea1-9b3d-1b28c895fc4f,Amajor,33.3333333333,Gminor,33.33333333333333,3
1861,3f5647db-6f12-4c36-94ea-2d06f2c7e8f9,Bminor,25.0,Emajor,25.0,4
1862,3f5647db-6f12-4c36-94ea-2d06f2c7e8f9,Cmajor,66.6666666667,C#major,33.33333333333333,3
1863,3f60ae01-43cc-4db9-86ec-97b79f83764f,Gminor,66.6666666667,A#minor,33.33333333333333,3
1864,3f178c54-1cd7-4617-8a62-f9d86f499eaa,C#major,100.0,Nan,Nan,3
1865,3f5647db-6f12-4c36-94ea-2d06f2c7e8f9,Amajor,33.3333333333,A#major,33.33333333333333,3
1866,3ffa5562-21a4-4ea1-9b3d-1b28c895fc4f,Gminor,28.5714285714,A#major,28.57142857142857,7
1867,3f60ae01-43cc-4db9-86ec-97b79f83764f,Emajor,33.3333333333,C#major,33.33333333333333,3
1868,3f5647db-6f12-4c36-94ea-2d06f2c7e8f9,Fminor,66.6666666667,C#major,33.33333333333333,3
1869,3f5647db-6f12-4c36-94ea-2d06f2c7e8f9,Gminor,33.3333333333,Cmajor,33.33333333333333,3
1870,3f60ae01-43cc-4db9-86ec-97b79f83764f,Cmajor,33.3333333333,C#major,33.33333333333333,3
1871,3f178c54-1cd7-4617-8a62-f9d86f499eaa,C#major,66.6666666667,Emajor,33.33333333333333,3
1872,3ffa5562-21a4-4ea1-9b3d-1b28c895fc4f,Amajor,25.0,Bminor,25.0,4
1873,3f178c54-1cd7-4617-8a62-f9d86f499eaa,Emajor,33.3333333333,C#major,33.33333333333333,3
1874,3f178c54-1cd7-4617-8a62-f9d86f499eaa,Amajor,33.3333333333,Gminor,33.33333333333333,3
1875,3f178c54-1cd7-4617-8a62-f9d86f499eaa,C#major,60.0,Amajor,20.0,5
1876,3f5647db-6f12-4c36-94ea-2d06f2c7e8f9,Amajor,33.3333333333,Gminor,33.33333333333333,3
1877,3ffa5562-21a4-4ea1-9b3d-1b28c895fc4f,Amajor,66.6666666667,Cmajor,33.33333333333333,3
1878,3f60ae01-43cc-4db9-86ec-97b79f83764f,Cmajor,50.0,Emajor,25.0,4
1879,3f60ae01-43cc-4db9-86ec-97b79f83764f,Cmajor,66.6666666667,F#major,33.33333333333333,3
1880,3f60ae01-43cc-4db9-86ec-97b79f83764f,Gminor,66.6666666667,Fmajor,33.33333333333333,3
1881,3f60ae01-43cc-4db9-86ec-97b79f83764f,A#minor,50.0,Cmajor,50.0,4
1882,3f60ae01-43cc-4db9-86ec-97b79f83764f,C#major,33.3333333333,Amajor,33.33333333333333,3
1883,3f178c54-1cd7-4617-8a62-f9d86f499eaa,C#major,33.3333333333,A#major,33.33333333333333,3
1884,3f60ae01-43cc-4db9-86ec-97b79f83764f,A#minor,33.3333333333,C#major,33.33333333333333,3
1885,3f5647db-6f12-4c36-94ea-2d06f2c7e8f9,C#major,33.3333333333,Gminor,33.33333333333333,3
1886,3ffa5562-21a4-4ea1-9b3d-1b28c895fc4f,Cmajor,66.6666666667,A#major,33.33333333333333,3
1887,3ffa5562-21a4-4ea1-9b3d-1b28c895fc4f,Emajor,33.3333333333,Aminor,33.33333333333333,3
1888,3ffa5562-21a4-4ea1-9b3d-1b28c895fc4f,Emajor,33.3333333333,C#major,33.33333333333333,3
1889,3f178c54-1cd7-4617-8a62-f9d86f499eaa,Bminor,66.6666666667,Cmajor,33.33333333333333,3
1890,3f178c54-1cd7-4617-8a62-f9d86f499eaa,Gminor,50.0,A#minor,25.0,4
1891,bcbe3d2e-e95f-46f4-8b5f-9e8a8bb71d36,Amajor,33.3333333333,C#major,33.33333333333333,3
1892,bcbe3d2e-e95f-46f4-8b5f-9e8a8bb71d36,Dmajor,66.6666666667,Emajor,33.33333333333333,6
1893,bc3448ee-53bb-412a-99d6-ea6cc862928a,Emajor,100.0,Nan,Nan,3
1894,bc3448ee-53bb-412a-99d6-ea6cc862928a,Emajor,75.0,Dmajor,25.0,4
1895,bc3448ee-53bb-412a-99d6-ea6cc862928a,Emajor,75.0,Dminor,25.0,4
1896,bcbe3d2e-e95f-46f4-8b5f-9e8a8bb71d36,Dmajor,66.6666666667,Emajor,33.33333333333333,3
1897,bc3448ee-53bb-412a-99d6-ea6cc862928a,Emajor,75.0,Dmajor,25.0,4
1898,bc3448ee-53bb-412a-99d6-ea6cc862928a,Gmajor,33.3333333333,Emajor,33.33333333333333,3
1899,bcbaca8b-9480-4041-b401-17c209d63dca,Emajor,60.0,Dmajor,20.0,5
1900,bcbe3d2e-e95f-46f4-8b5f-9e8a8bb71d36,A#minor,50.0,Emajor,25.0,4
1901,bc3448ee-53bb-412a-99d6-ea6cc862928a,Emajor,66.6666666667,Aminor,33.33333333333333,3
1902,bc3448ee-53bb-412a-99d6-ea6cc862928a,Dmajor,33.3333333333,Emajor,33.33333333333333,3
1903,bc3448ee-53bb-412a-99d6-ea6cc862928a,Dmajor,66.6666666667,Aminor,33.33333333333333,3
1904,bcbe3d2e-e95f-46f4-8b5f-9e8a8bb71d36,Dmajor,33.3333333333,Emajor,33.33333333333333,3
1905,bcbe3d2e-e95f-46f4-8b5f-9e8a8bb71d36,Emajor,33.3333333333,Dmajor,33.33333333333333,3
1906,bcbaca8b-9480-4041-b401-17c209d63dca,Emajor,80.0,Dmajor,20.0,5
1907,bcbe3d2e-e95f-46f4-8b5f-9e8a8bb71d36,Aminor,33.3333333333,Emajor,33.33333333333333,3
1908,bcbe3d2e-e95f-46f4-8b5f-9e8a8bb71d36,Emajor,50.0,Dmajor,50.0,4
1909,bc3448ee-53bb-412a-99d6-ea6cc862928a,Emajor,100.0,Nan,Nan,4
1910,bcbe3d2e-e95f-46f4-8b5f-9e8a8bb71d36,Dminor,66.6666666667,Emajor,33.33333333333333,3
1911,bcbaca8b-9480-4041-b401-17c209d63dca,Emajor,66.6666666667,Aminor,33.33333333333333,3
1912,bcbe3d2e-e95f-46f4-8b5f-9e8a8bb71d36,Dmajor,50.0,Aminor,25.0,4
1913,bc3448ee-53bb-412a-99d6-ea6cc862928a,Emajor,66.6666666667,A#minor,33.33333333333333,3
1914,bcbe3d2e-e95f-46f4-8b5f-9e8a8bb71d36,Dmajor,50.0,Dminor,25.0,4
1915,bcbe3d2e-e95f-46f4-8b5f-9e8a8bb71d36,Emajor,66.6666666667,Dmajor,33.33333333333333,3
1916,bcbaca8b-9480-4041-b401-17c209d63dca,Emajor,75.0,Dmajor,25.0,4
1917,bcbaca8b-9480-4041-b401-17c209d63dca,Emajor,75.0,Aminor,25.0,4
1918,bc3448ee-53bb-412a-99d6-ea6cc862928a,Aminor,66.6666666667,Emajor,33.33333333333333,3
1919,bc3448ee-53bb-412a-99d6-ea6cc862928a,Emajor,50.0,Dmajor,25.0,4
1920,bc3448ee-53bb-412a-99d6-ea6cc862928a,Gminor,33.3333333333,Aminor,33.33333333333333,3
1921,bc3448ee-53bb-412a-99d6-ea6cc862928a,Emajor,66.6666666667,Dminor,16.666666666666664,6
1922,bcbaca8b-9480-4041-b401-17c209d63dca,Dmajor,75.0,Dminor,25.0,4
1923,bcbe3d2e-e95f-46f4-8b5f-9e8a8bb71d36,Aminor,33.3333333333,Emajor,33.33333333333333,3
1924,bcbaca8b-9480-4041-b401-17c209d63dca,Emajor,66.6666666667,F#minor,33.33333333333333,3
1925,bcbe3d2e-e95f-46f4-8b5f-9e8a8bb71d36,A#minor,50.0,Emajor,25.0,4
1926,bcbe3d2e-e95f-46f4-8b5f-9e8a8bb71d36,Dmajor,66.6666666667,Emajor,33.33333333333333,3
1927,bcbaca8b-9480-4041-b401-17c209d63dca,Emajor,66.6666666667,Dmajor,33.33333333333333,3
1928,bcbaca8b-9480-4041-b401-17c209d63dca,Emajor,66.6666666667,Aminor,33.33333333333333,3
1929,bcbe3d2e-e95f-46f4-8b5f-9e8a8bb71d36,Aminor,66.6666666667,Dmajor,33.33333333333333,3
1930,bcbe3d2e-e95f-46f4-8b5f-9e8a8bb71d36,A#minor,33.3333333333,Dmajor,33.33333333333333,3
1931,bc3448ee-53bb-412a-99d6-ea6cc862928a,Emajor,66.6666666667,Aminor,33.33333333333333,3
1932,bc3448ee-53bb-412a-99d6-ea6cc862928a,Emajor,50.0,Dmajor,25.0,4
1933,bc3448ee-53bb-412a-99d6-ea6cc862928a,Dmajor,33.3333333333,Aminor,33.33333333333333,3
1934,bc3448ee-53bb-412a-99d6-ea6cc862928a,Dmajor,66.6666666667,Aminor,33.33333333333333,3
1935,bcbe3d2e-e95f-46f4-8b5f-9e8a8bb71d36,Dmajor,66.6666666667,Emajor,33.33333333333333,3
1936,bcbaca8b-9480-4041-b401-17c209d63dca,Emajor,66.6666666667,Dmajor,33.33333333333333,3
1937,838fb586-09c6-4b1d-903b-72ce8e39800c,Gmajor,66.6666666667,A#minor,33.33333333333333,3
1938,8353cabb-9649-4964-bb36-a3fd2382bae8,D#major,33.3333333333,Gmajor,33.33333333333333,3
1939,8388fed5-e41f-44d1-b6b5-a5b04ffffbd5,Gmajor,33.3333333333,F#major,33.33333333333333,3
1940,83d77263-8832-4eb9-8044-ad37fbef2b6d,Gmajor,66.6666666667,A#major,33.33333333333333,3
1941,8353cabb-9649-4964-bb36-a3fd2382bae8,G#major,50.0,G#minor,25.0,4
1942,838af2bf-4775-4585-bf03-ccde4be50860,Gmajor,33.3333333333,Eminor,33.33333333333333,3
1943,838af2bf-4775-4585-bf03-ccde4be50860,Gmajor,33.3333333333,Fmajor,33.33333333333333,3
1944,83d77263-8832-4eb9-8044-ad37fbef2b6d,Gmajor,66.6666666667,Dminor,33.33333333333333,3
1945,83fe377d-2b58-4a02-a779-02fbb7b35644,Eminor,66.6666666667,Gmajor,33.33333333333333,3
1946,83d77263-8832-4eb9-8044-ad37fbef2b6d,G#major,33.3333333333,D#major,33.33333333333333,3
1947,83fe377d-2b58-4a02-a779-02fbb7b35644,Eminor,33.3333333333,Amajor,33.33333333333333,3
1948,838fb586-09c6-4b1d-903b-72ce8e39800c,Gmajor,66.6666666667,G#major,33.33333333333333,3
1949,8353cabb-9649-4964-bb36-a3fd2382bae8,D#major,66.6666666667,G#major,33.33333333333333,3
1950,833f00e1-781f-4edd-90e4-e52712618862,Gmajor,66.6666666667,Fminor,33.33333333333333,3
1951,838fb586-09c6-4b1d-903b-72ce8e39800c,Amajor,50.0,Gmajor,25.0,4
1952,83d77263-8832-4eb9-8044-ad37fbef2b6d,Bmajor,33.3333333333,Amajor,33.33333333333333,3
1953,83d77263-8832-4eb9-8044-ad37fbef2b6d,Eminor,33.3333333333,Gmajor,33.33333333333333,3
1954,833f00e1-781f-4edd-90e4-e52712618862,G#major,66.6666666667,Eminor,33.33333333333333,3
1955,838fb586-09c6-4b1d-903b-72ce8e39800c,Amajor,66.6666666667,Gmajor,33.33333333333333,3
1956,838af2bf-4775-4585-bf03-ccde4be50860,F#major,33.3333333333,Cmajor,33.33333333333333,3
1957,838fb586-09c6-4b1d-903b-72ce8e39800c,A#major,33.3333333333,A#minor,33.33333333333333,3
1958,838af2bf-4775-4585-bf03-ccde4be50860,Gmajor,75.0,D#major,25.0,4
1959,83fe377d-2b58-4a02-a779-02fbb7b35644,Gmajor,66.6666666667,G#major,33.33333333333333,3
1960,83fe377d-2b58-4a02-a779-02fbb7b35644,Aminor,33.3333333333,Gmajor,33.33333333333333,3
1961,8353cabb-9649-4964-bb36-a3fd2382bae8,G#major,33.3333333333,Amajor,33.33333333333333,3
1962,838af2bf-4775-4585-bf03-ccde4be50860,Gmajor,66.6666666667,Eminor,33.33333333333333,3
1963,838fb586-09c6-4b1d-903b-72ce8e39800c,Gmajor,33.3333333333,Cmajor,33.33333333333333,3
1964,833f00e1-781f-4edd-90e4-e52712618862,A#major,33.3333333333,Gmajor,33.33333333333333,3
1965,838fb586-09c6-4b1d-903b-72ce8e39800c,Amajor,66.6666666667,G#major,33.33333333333333,3
1966,833f00e1-781f-4edd-90e4-e52712618862,C#major,33.3333333333,Amajor,33.33333333333333,3
1967,8353cabb-9649-4964-bb36-a3fd2382bae8,Amajor,33.3333333333,F#major,33.33333333333333,3
1968,833f00e1-781f-4edd-90e4-e52712618862,G#major,50.0,Gmajor,25.0,4
1969,8388fed5-e41f-44d1-b6b5-a5b04ffffbd5,Amajor,66.6666666667,Emajor,33.33333333333333,3
1970,83fe377d-2b58-4a02-a779-02fbb7b35644,Gmajor,66.6666666667,Eminor,33.33333333333333,3
1971,8388fed5-e41f-44d1-b6b5-a5b04ffffbd5,G#major,33.3333333333,D#major,33.33333333333333,3
1972,83fe377d-2b58-4a02-a779-02fbb7b35644,Gmajor,33.3333333333,Amajor,33.33333333333333,3
1973,8353cabb-9649-4964-bb36-a3fd2382bae8,Aminor,25.0,Cmajor,25.0,4
1974,8353cabb-9649-4964-bb36-a3fd2382bae8,Gmajor,33.3333333333,A#major,33.33333333333333,3
1975,8388fed5-e41f-44d1-b6b5-a5b04ffffbd5,Gmajor,33.3333333333,Eminor,33.33333333333333,3
1976,838fb586-09c6-4b1d-903b-72ce8e39800c,Gmajor,33.3333333333,Amajor,33.33333333333333,3
1977,8388fed5-e41f-44d1-b6b5-a5b04ffffbd5,Cmajor,33.3333333333,Gmajor,33.33333333333333,3
1978,8353cabb-9649-4964-bb36-a3fd2382bae8,Gmajor,33.3333333333,D#major,33.33333333333333,3
1979,83fe377d-2b58-4a02-a779-02fbb7b35644,Gmajor,66.6666666667,G#major,33.33333333333333,3
1980,838fb586-09c6-4b1d-903b-72ce8e39800c,Aminor,33.3333333333,Amajor,33.33333333333333,3
1981,83d77263-8832-4eb9-8044-ad37fbef2b6d,Emajor,33.3333333333,Gmajor,33.33333333333333,3
1982,838af2bf-4775-4585-bf03-ccde4be50860,Eminor,66.6666666667,G#major,33.33333333333333,3
1983,8388fed5-e41f-44d1-b6b5-a5b04ffffbd5,Gmajor,33.3333333333,A#minor,33.33333333333333,3
1984,838af2bf-4775-4585-bf03-ccde4be50860,Gmajor,100.0,Nan,Nan,3
1985,8388fed5-e41f-44d1-b6b5-a5b04ffffbd5,Gmajor,33.3333333333,Amajor,33.33333333333333,3
1986,838fb586-09c6-4b1d-903b-72ce8e39800c,Gmajor,33.3333333333,F#major,33.33333333333333,3
1987,8388fed5-e41f-44d1-b6b5-a5b04ffffbd5,Gmajor,75.0,D#major,25.0,4
1988,8388fed5-e41f-44d1-b6b5-a5b04ffffbd5,Gmajor,33.3333333333,Amajor,33.33333333333333,3
1989,838af2bf-4775-4585-bf03-ccde4be50860,D#major,66.6666666667,Gmajor,33.33333333333333,3
1990,838fb586-09c6-4b1d-903b-72ce8e39800c,Gmajor,100.0,Nan,Nan,3
1991,8388fed5-e41f-44d1-b6b5-a5b04ffffbd5,Dmajor,33.3333333333,Amajor,33.33333333333333,3
1992,833f00e1-781f-4edd-90e4-e52712618862,Gmajor,66.6666666667,G#major,33.33333333333333,3
1993,838fb586-09c6-4b1d-903b-72ce8e39800c,Amajor,33.3333333333,Eminor,33.33333333333333,3
1994,83fe377d-2b58-4a02-a779-02fbb7b35644,Bmajor,33.3333333333,D#major,33.33333333333333,3
1995,8353cabb-9649-4964-bb36-a3fd2382bae8,G#major,33.3333333333,Gmajor,33.33333333333333,3
1996,838fb586-09c6-4b1d-903b-72ce8e39800c,Gmajor,25.0,Emajor,25.0,4
1997,83fe377d-2b58-4a02-a779-02fbb7b35644,Emajor,33.3333333333,Amajor,33.33333333333333,3
1998,838fb586-09c6-4b1d-903b-72ce8e39800c,Aminor,33.3333333333,G#major,33.33333333333333,3
1999,83d77263-8832-4eb9-8044-ad37fbef2b6d,Cmajor,33.3333333333,Eminor,33.33333333333333,3
2000,838fb586-09c6-4b1d-903b-72ce8e39800c,Gmajor,66.6666666667,Eminor,33.33333333333333,3
2001,838fb586-09c6-4b1d-903b-72ce8e39800c,F#major,33.3333333333,Aminor,33.33333333333333,3
2002,83fe377d-2b58-4a02-a779-02fbb7b35644,Eminor,33.3333333333,D#major,33.33333333333333,3
2003,838fb586-09c6-4b1d-903b-72ce8e39800c,Gmajor,75.0,G#major,25.0,4
2004,83fe377d-2b58-4a02-a779-02fbb7b35644,Cmajor,50.0,D#major,25.0,4
2005,83d77263-8832-4eb9-8044-ad37fbef2b6d,Gmajor,50.0,G#major,25.0,4
2006,83fe377d-2b58-4a02-a779-02fbb7b35644,Eminor,66.6666666667,Amajor,33.33333333333333,3
2007,838af2bf-4775-4585-bf03-ccde4be50860,Aminor,33.3333333333,D#major,33.33333333333333,3
2008,838af2bf-4775-4585-bf03-ccde4be50860,Gmajor,66.6666666667,A#major,33.33333333333333,3
2009,838fb586-09c6-4b1d-903b-72ce8e39800c,Gmajor,66.6666666667,G#major,33.33333333333333,3
2010,838af2bf-4775-4585-bf03-ccde4be50860,D#major,25.0,Amajor,25.0,4
2011,83fe377d-2b58-4a02-a779-02fbb7b35644,Gmajor,66.6666666667,Eminor,33.33333333333333,3
2012,83fe377d-2b58-4a02-a779-02fbb7b35644,G#major,33.3333333333,Gmajor,33.33333333333333,3
2013,8388fed5-e41f-44d1-b6b5-a5b04ffffbd5,G#major,33.3333333333,F#major,33.33333333333333,3
2014,838af2bf-4775-4585-bf03-ccde4be50860,Gmajor,33.3333333333,Eminor,33.33333333333333,3
2015,83d77263-8832-4eb9-8044-ad37fbef2b6d,Gmajor,33.3333333333,Emajor,33.33333333333333,3
2016,838fb586-09c6-4b1d-903b-72ce8e39800c,Eminor,25.0,F#major,25.0,4
2017,833f00e1-781f-4edd-90e4-e52712618862,G#major,33.3333333333,D#major,33.33333333333333,3
2018,83fe377d-2b58-4a02-a779-02fbb7b35644,Amajor,33.3333333333,Gminor,33.33333333333333,3
2019,83fe377d-2b58-4a02-a779-02fbb7b35644,G#major,33.3333333333,D#major,33.33333333333333,3
2020,83d77263-8832-4eb9-8044-ad37fbef2b6d,G#major,66.6666666667,A#minor,33.33333333333333,3
2021,838af2bf-4775-4585-bf03-ccde4be50860,Eminor,33.3333333333,Gmajor,33.33333333333333,3
2022,833f00e1-781f-4edd-90e4-e52712618862,Gmajor,33.3333333333,Amajor,33.33333333333333,3
2023,838af2bf-4775-4585-bf03-ccde4be50860,Amajor,33.3333333333,Eminor,33.33333333333333,3
2024,8388fed5-e41f-44d1-b6b5-a5b04ffffbd5,A#minor,33.3333333333,Amajor,33.33333333333333,3
2025,83fe377d-2b58-4a02-a779-02fbb7b35644,Gmajor,75.0,A#major,25.0,4
2026,8353cabb-9649-4964-bb36-a3fd2382bae8,G#major,66.6666666667,Gmajor,33.33333333333333,3
2027,8388fed5-e41f-44d1-b6b5-a5b04ffffbd5,Gmajor,33.3333333333,G#major,33.33333333333333,3
2028,8353cabb-9649-4964-bb36-a3fd2382bae8,Gmajor,66.6666666667,Eminor,33.33333333333333,3
2029,838af2bf-4775-4585-bf03-ccde4be50860,Gmajor,33.3333333333,Eminor,33.33333333333333,3
2030,83d77263-8832-4eb9-8044-ad37fbef2b6d,Gmajor,33.3333333333,Bminor,33.33333333333333,3
2031,838fb586-09c6-4b1d-903b-72ce8e39800c,Eminor,33.3333333333,Amajor,33.33333333333333,3
2032,833f00e1-781f-4edd-90e4-e52712618862,D#major,33.3333333333,Gmajor,33.33333333333333,3
2033,83fe377d-2b58-4a02-a779-02fbb7b35644,Amajor,33.3333333333,G#major,33.33333333333333,3
2034,83fe377d-2b58-4a02-a779-02fbb7b35644,G#major,33.3333333333,Eminor,33.33333333333333,3
2035,8353cabb-9649-4964-bb36-a3fd2382bae8,G#major,33.3333333333,D#major,33.33333333333333,3
2036,83fe377d-2b58-4a02-a779-02fbb7b35644,Fminor,33.3333333333,Emajor,33.33333333333333,3
2037,838fb586-09c6-4b1d-903b-72ce8e39800c,G#major,33.3333333333,Amajor,33.33333333333333,3
2038,8353cabb-9649-4964-bb36-a3fd2382bae8,F#major,33.3333333333,D#major,33.33333333333333,3
2039,c0a217dc-4c2c-45f9-afd4-9b5f366386ef,Gmajor,66.6666666667,Amajor,33.33333333333333,3
2040,c05048f1-47f6-4532-8d98-75ca80fa1792,Amajor,66.6666666667,D#major,33.33333333333333,3
2041,c02354ac-3656-455a-a89e-a4a7523f24e5,Bminor,33.3333333333,Emajor,33.33333333333333,3
2042,c00382c2-5c52-4c14-85d2-d7438a4b1fa2,Amajor,66.6666666667,Dmajor,33.33333333333333,3
2043,c00382c2-5c52-4c14-85d2-d7438a4b1fa2,A#major,33.3333333333,D#minor,33.33333333333333,3
2044,c06c19b2-35e9-4fb3-9616-05fe55b037a3,A#major,33.3333333333,Emajor,33.33333333333333,3
2045,c06c19b2-35e9-4fb3-9616-05fe55b037a3,Emajor,33.3333333333,D#minor,33.33333333333333,3
2046,c05048f1-47f6-4532-8d98-75ca80fa1792,Amajor,66.6666666667,Cmajor,33.33333333333333,3
2047,c0c78d3e-19fc-4227-bdbb-153814f05527,Bminor,33.3333333333,A#major,33.33333333333333,3
2048,c00382c2-5c52-4c14-85d2-d7438a4b1fa2,Amajor,33.3333333333,Bminor,33.33333333333333,3
2049,c06c19b2-35e9-4fb3-9616-05fe55b037a3,A#major,33.3333333333,Amajor,33.33333333333333,3
2050,c0a217dc-4c2c-45f9-afd4-9b5f366386ef,A#major,50.0,Emajor,25.0,4
2051,c0a217dc-4c2c-45f9-afd4-9b5f366386ef,Amajor,100.0,Nan,Nan,3
2052,c02354ac-3656-455a-a89e-a4a7523f24e5,Amajor,33.3333333333,A#major,33.33333333333333,3
2053,c06c19b2-35e9-4fb3-9616-05fe55b037a3,Emajor,33.3333333333,Amajor,33.33333333333333,3
2054,c0c78d3e-19fc-4227-bdbb-153814f05527,Emajor,33.3333333333,A#minor,33.33333333333333,3
2055,c02354ac-3656-455a-a89e-a4a7523f24e5,Amajor,33.3333333333,Emajor,33.33333333333333,3
2056,c0a217dc-4c2c-45f9-afd4-9b5f366386ef,Emajor,100.0,Nan,Nan,3
2057,c00382c2-5c52-4c14-85d2-d7438a4b1fa2,Gmajor,50.0,Amajor,25.0,4
2058,c05048f1-47f6-4532-8d98-75ca80fa1792,A#major,66.6666666667,Emajor,33.33333333333333,3
2059,c0a217dc-4c2c-45f9-afd4-9b5f366386ef,Bminor,33.3333333333,Amajor,33.33333333333333,3
2060,c00382c2-5c52-4c14-85d2-d7438a4b1fa2,Amajor,66.6666666667,A#minor,33.33333333333333,3
2061,c02354ac-3656-455a-a89e-a4a7523f24e5,A#major,33.3333333333,Cmajor,33.33333333333333,3
2062,c06c19b2-35e9-4fb3-9616-05fe55b037a3,Dmajor,33.3333333333,A#minor,33.33333333333333,3
2063,c05048f1-47f6-4532-8d98-75ca80fa1792,Emajor,50.0,Amajor,25.0,4
2064,c0a217dc-4c2c-45f9-afd4-9b5f366386ef,Amajor,66.6666666667,Bminor,33.33333333333333,3
2065,c00382c2-5c52-4c14-85d2-d7438a4b1fa2,A#minor,25.0,A#major,25.0,4
2066,c06c19b2-35e9-4fb3-9616-05fe55b037a3,Bminor,50.0,A#major,25.0,4
2067,c0c78d3e-19fc-4227-bdbb-153814f05527,Emajor,66.6666666667,Gmajor,33.33333333333333,3
2068,c0a217dc-4c2c-45f9-afd4-9b5f366386ef,Amajor,66.6666666667,Gmajor,33.33333333333333,3
2069,c06c19b2-35e9-4fb3-9616-05fe55b037a3,Dminor,33.3333333333,Emajor,33.33333333333333,3
2070,c02354ac-3656-455a-a89e-a4a7523f24e5,Emajor,33.3333333333,A#major,33.33333333333333,3
2071,c06c19b2-35e9-4fb3-9616-05fe55b037a3,A#major,50.0,Emajor,25.0,4
2072,c00382c2-5c52-4c14-85d2-d7438a4b1fa2,Dminor,66.6666666667,Emajor,33.33333333333333,3
2073,c0c78d3e-19fc-4227-bdbb-153814f05527,A#major,66.6666666667,Amajor,33.33333333333333,3
2074,c06c19b2-35e9-4fb3-9616-05fe55b037a3,Amajor,66.6666666667,A#major,33.33333333333333,3
2075,c0c78d3e-19fc-4227-bdbb-153814f05527,Emajor,66.6666666667,A#minor,33.33333333333333,3
2076,c0a217dc-4c2c-45f9-afd4-9b5f366386ef,Cmajor,50.0,Amajor,25.0,4
2077,c02354ac-3656-455a-a89e-a4a7523f24e5,Amajor,66.6666666667,Aminor,33.33333333333333,3
2078,c05048f1-47f6-4532-8d98-75ca80fa1792,Emajor,66.6666666667,Dmajor,33.33333333333333,3
2079,c06c19b2-35e9-4fb3-9616-05fe55b037a3,Bminor,66.6666666667,Amajor,33.33333333333333,3
2080,c00382c2-5c52-4c14-85d2-d7438a4b1fa2,Amajor,66.6666666667,Emajor,33.33333333333333,3
2081,c0b7b368-ad18-481f-9184-2d92fa5799df,A#major,66.6666666667,Bminor,33.33333333333333,3
2082,c0a217dc-4c2c-45f9-afd4-9b5f366386ef,Emajor,75.0,Gmajor,25.0,4
2083,c00382c2-5c52-4c14-85d2-d7438a4b1fa2,A#minor,33.3333333333,Bminor,33.33333333333333,3
2084,c05048f1-47f6-4532-8d98-75ca80fa1792,A#major,33.3333333333,Emajor,33.33333333333333,3
2085,c02354ac-3656-455a-a89e-a4a7523f24e5,Bminor,66.6666666667,Gmajor,33.33333333333333,3
2086,c00382c2-5c52-4c14-85d2-d7438a4b1fa2,Emajor,66.6666666667,A#minor,33.33333333333333,3
2087,c0a217dc-4c2c-45f9-afd4-9b5f366386ef,A#major,33.3333333333,Bminor,33.33333333333333,3
2088,c00382c2-5c52-4c14-85d2-d7438a4b1fa2,Amajor,33.3333333333,Dmajor,33.33333333333333,3
2089,c0a217dc-4c2c-45f9-afd4-9b5f366386ef,Emajor,66.6666666667,A#major,33.33333333333333,3
2090,c02354ac-3656-455a-a89e-a4a7523f24e5,Amajor,33.3333333333,Dmajor,33.33333333333333,3
2091,c0a217dc-4c2c-45f9-afd4-9b5f366386ef,Cmajor,33.3333333333,Emajor,33.33333333333333,3
2092,c02354ac-3656-455a-a89e-a4a7523f24e5,Amajor,66.6666666667,A#major,33.33333333333333,3
2093,c0c78d3e-19fc-4227-bdbb-153814f05527,Emajor,66.6666666667,Amajor,33.33333333333333,3
